latitude,longitude,Origin,Year_range,Val,Continent
41.608635,21.745275,Macedonia [FYROM],1986-1995,5979,Europe
41.608635,21.745275,Macedonia [FYROM],1996-2005,3521,Europe
41.608635,21.745275,Macedonia [FYROM],2006-2015,2706,Europe
39.074208,21.824312,Greece,1900-1945,329,Europe
39.074208,21.824312,Greece,1946-1955,9246,Europe
39.074208,21.824312,Greece,1956-1965,39150,Europe
39.074208,21.824312,Greece,1966-1975,27663,Europe
39.074208,21.824312,Greece,1976-1985,3944,Europe
39.074208,21.824312,Greece,1986-1995,2278,Europe
39.074208,21.824312,Greece,1996-2005,1605,Europe
39.074208,21.824312,Greece,2006-2015,5355,Europe
47.411631,28.369885,Moldova,1900-1945,0,Europe
47.411631,28.369885,Moldova,1946-1955,0,Europe
47.411631,28.369885,Moldova,1956-1965,0,Europe
47.411631,28.369885,Moldova,1966-1975,5,Europe
47.411631,28.369885,Moldova,1976-1985,59,Europe
47.411631,28.369885,Moldova,1986-1995,311,Europe
47.411631,28.369885,Moldova,1996-2005,264,Europe
47.411631,28.369885,Moldova,2006-2015,313,Europe
45.943161,24.96676,Romania,1900-1945,16,Europe
45.943161,24.96676,Romania,1946-1955,441,Europe
45.943161,24.96676,Romania,1956-1965,382,Europe
45.943161,24.96676,Romania,1966-1975,330,Europe
45.943161,24.96676,Romania,1976-1985,2419,Europe
45.943161,24.96676,Romania,1986-1995,4490,Europe
45.943161,24.96676,Romania,1996-2005,2688,Europe
45.943161,24.96676,Romania,2006-2015,3143,Europe
46.151241,14.995463,Slovenia,1900-1945,8,Europe
46.151241,14.995463,Slovenia,1946-1955,697,Europe
46.151241,14.995463,Slovenia,1956-1965,2043,Europe
46.151241,14.995463,Slovenia,1966-1975,1294,Europe
46.151241,14.995463,Slovenia,1976-1985,173,Europe
46.151241,14.995463,Slovenia,1986-1995,244,Europe
46.151241,14.995463,Slovenia,1996-2005,221,Europe
46.151241,14.995463,Slovenia,2006-2015,621,Europe
42.708678,19.37439,Montenegro,1900-1945,4,Europe
42.708678,19.37439,Montenegro,1946-1955,13,Europe
42.708678,19.37439,Montenegro,1956-1965,79,Europe
42.708678,19.37439,Montenegro,1966-1975,335,Europe
42.708678,19.37439,Montenegro,1976-1985,159,Europe
42.708678,19.37439,Montenegro,1986-1995,254,Europe
42.708678,19.37439,Montenegro,1996-2005,238,Europe
42.708678,19.37439,Montenegro,2006-2015,152,Europe
44.016521,21.005859,Serbia,1900-1945,8,Europe
44.016521,21.005859,Serbia,1946-1955,278,Europe
44.016521,21.005859,Serbia,1956-1965,1057,Europe
44.016521,21.005859,Serbia,1966-1975,6613,Europe
44.016521,21.005859,Serbia,1976-1985,1663,Europe
44.016521,21.005859,Serbia,1986-1995,3468,Europe
44.016521,21.005859,Serbia,1996-2005,4182,Europe
44.016521,21.005859,Serbia,2006-2015,2255,Europe
53.709807,27.953389,Belarus,1900-1945,0,Europe
53.709807,27.953389,Belarus,1946-1955,120,Europe
53.709807,27.953389,Belarus,1956-1965,13,Europe
53.709807,27.953389,Belarus,1966-1975,3,Europe
53.709807,27.953389,Belarus,1976-1985,102,Europe
53.709807,27.953389,Belarus,1986-1995,503,Europe
53.709807,27.953389,Belarus,1996-2005,369,Europe
53.709807,27.953389,Belarus,2006-2015,525,Europe
49.817492,15.472962,Czech Republic,1900-1945,14,Europe
49.817492,15.472962,Czech Republic,1946-1955,614,Europe
49.817492,15.472962,Czech Republic,1956-1965,131,Europe
49.817492,15.472962,Czech Republic,1966-1975,1384,Europe
49.817492,15.472962,Czech Republic,1976-1985,1362,Europe
49.817492,15.472962,Czech Republic,1986-1995,880,Europe
49.817492,15.472962,Czech Republic,1996-2005,1023,Europe
49.817492,15.472962,Czech Republic,2006-2015,1909,Europe
58.595272,25.013607,Estonia,1900-1945,19,Europe
58.595272,25.013607,Estonia,1946-1955,753,Europe
58.595272,25.013607,Estonia,1956-1965,34,Europe
58.595272,25.013607,Estonia,1966-1975,17,Europe
58.595272,25.013607,Estonia,1976-1985,15,Europe
58.595272,25.013607,Estonia,1986-1995,56,Europe
58.595272,25.013607,Estonia,1996-2005,108,Europe
58.595272,25.013607,Estonia,2006-2015,1207,Europe
47.162494,19.503304,Hungary,1900-1945,75,Europe
47.162494,19.503304,Hungary,1946-1955,2091,Europe
47.162494,19.503304,Hungary,1956-1965,5568,Europe
47.162494,19.503304,Hungary,1966-1975,1637,Europe
47.162494,19.503304,Hungary,1976-1985,1844,Europe
47.162494,19.503304,Hungary,1986-1995,2041,Europe
47.162494,19.503304,Hungary,1996-2005,1037,Europe
47.162494,19.503304,Hungary,2006-2015,2801,Europe
56.879635,24.603189,Latvia,1900-1945,40,Europe
56.879635,24.603189,Latvia,1946-1955,2392,Europe
56.879635,24.603189,Latvia,1956-1965,75,Europe
56.879635,24.603189,Latvia,1966-1975,54,Europe
56.879635,24.603189,Latvia,1976-1985,91,Europe
56.879635,24.603189,Latvia,1986-1995,199,Europe
56.879635,24.603189,Latvia,1996-2005,286,Europe
56.879635,24.603189,Latvia,2006-2015,435,Europe
55.169438,23.881275,Lithuania,1900-1945,27,Europe
55.169438,23.881275,Lithuania,1946-1955,1078,Europe
55.169438,23.881275,Lithuania,1956-1965,62,Europe
55.169438,23.881275,Lithuania,1966-1975,35,Europe
55.169438,23.881275,Lithuania,1976-1985,72,Europe
55.169438,23.881275,Lithuania,1986-1995,176,Europe
55.169438,23.881275,Lithuania,1996-2005,247,Europe
55.169438,23.881275,Lithuania,2006-2015,707,Europe
51.919438,19.145136,Poland,1900-1945,292,Europe
51.919438,19.145136,Poland,1946-1955,4782,Europe
51.919438,19.145136,Poland,1956-1965,4119,Europe
51.919438,19.145136,Poland,1966-1975,2552,Europe
51.919438,19.145136,Poland,1976-1985,12691,Europe
51.919438,19.145136,Poland,1986-1995,9935,Europe
51.919438,19.145136,Poland,1996-2005,3777,Europe
51.919438,19.145136,Poland,2006-2015,5580,Europe
61.52401,105.318756,Russian Federation,1900-1945,37,Europe
61.52401,105.318756,Russian Federation,1946-1955,582,Europe
61.52401,105.318756,Russian Federation,1956-1965,329,Europe
61.52401,105.318756,Russian Federation,1966-1975,244,Europe
61.52401,105.318756,Russian Federation,1976-1985,976,Europe
61.52401,105.318756,Russian Federation,1986-1995,3407,Europe
61.52401,105.318756,Russian Federation,1996-2005,5245,Europe
61.52401,105.318756,Russian Federation,2006-2015,8550,Europe
48.669026,19.699024,Slovakia,1900-1945,10,Europe
48.669026,19.699024,Slovakia,1946-1955,202,Europe
48.669026,19.699024,Slovakia,1956-1965,59,Europe
48.669026,19.699024,Slovakia,1966-1975,456,Europe
48.669026,19.699024,Slovakia,1976-1985,474,Europe
48.669026,19.699024,Slovakia,1986-1995,684,Europe
48.669026,19.699024,Slovakia,1996-2005,934,Europe
48.669026,19.699024,Slovakia,2006-2015,1396,Europe
48.379433,31.16558,Ukraine,1900-1945,24,Europe
48.379433,31.16558,Ukraine,1946-1955,1762,Europe
48.379433,31.16558,Ukraine,1956-1965,154,Europe
48.379433,31.16558,Ukraine,1966-1975,200,Europe
48.379433,31.16558,Ukraine,1976-1985,1096,Europe
48.379433,31.16558,Ukraine,1986-1995,3579,Europe
48.379433,31.16558,Ukraine,1996-2005,2763,Europe
48.379433,31.16558,Ukraine,2006-2015,3153,Europe
28.033886,1.659626,Algeria,1900-1945,0,Africa
28.033886,1.659626,Algeria,1946-1955,9,Africa
28.033886,1.659626,Algeria,1956-1965,80,Africa
28.033886,1.659626,Algeria,1966-1975,202,Africa
28.033886,1.659626,Algeria,1976-1985,84,Africa
28.033886,1.659626,Algeria,1986-1995,211,Africa
28.033886,1.659626,Algeria,1996-2005,379,Africa
28.033886,1.659626,Algeria,2006-2015,351,Africa
26.820553,30.802498,Egypt,1900-1945,49,Africa
26.820553,30.802498,Egypt,1946-1955,2772,Africa
26.820553,30.802498,Egypt,1956-1965,5281,Africa
26.820553,30.802498,Egypt,1966-1975,6910,Africa
26.820553,30.802498,Egypt,1976-1985,2159,Africa
26.820553,30.802498,Egypt,1986-1995,6298,Africa
26.820553,30.802498,Egypt,1996-2005,4858,Africa
26.820553,30.802498,Egypt,2006-2015,9581,Africa
26.3351,17.228331,Libya,1900-1945,0,Africa
26.3351,17.228331,Libya,1946-1955,60,Africa
26.3351,17.228331,Libya,1956-1965,384,Africa
26.3351,17.228331,Libya,1966-1975,322,Africa
26.3351,17.228331,Libya,1976-1985,133,Africa
26.3351,17.228331,Libya,1986-1995,123,Africa
26.3351,17.228331,Libya,1996-2005,238,Africa
26.3351,17.228331,Libya,2006-2015,1192,Africa
31.791702,-7.09262,Morocco,1900-1945,0,Africa
31.791702,-7.09262,Morocco,1946-1955,22,Africa
31.791702,-7.09262,Morocco,1956-1965,92,Africa
31.791702,-7.09262,Morocco,1966-1975,257,Africa
31.791702,-7.09262,Morocco,1976-1985,218,Africa
31.791702,-7.09262,Morocco,1986-1995,221,Africa
31.791702,-7.09262,Morocco,1996-2005,308,Africa
31.791702,-7.09262,Morocco,2006-2015,631,Africa
12.862807,30.217636,Sudan,1900-1945,8,Africa
12.862807,30.217636,Sudan,1946-1955,20,Africa
12.862807,30.217636,Sudan,1956-1965,64,Africa
12.862807,30.217636,Sudan,1966-1975,359,Africa
12.862807,30.217636,Sudan,1976-1985,163,Africa
12.862807,30.217636,Sudan,1986-1995,1227,Africa
12.862807,30.217636,Sudan,1996-2005,9044,Africa
12.862807,30.217636,Sudan,2006-2015,5352,Africa
33.886917,9.537499,Tunisia,1900-1945,0,Africa
33.886917,9.537499,Tunisia,1946-1955,18,Africa
33.886917,9.537499,Tunisia,1956-1965,67,Africa
33.886917,9.537499,Tunisia,1966-1975,115,Africa
33.886917,9.537499,Tunisia,1976-1985,49,Africa
33.886917,9.537499,Tunisia,1986-1995,57,Africa
33.886917,9.537499,Tunisia,1996-2005,65,Africa
33.886917,9.537499,Tunisia,2006-2015,163,Africa
24.215527,-12.885834,Western Sahara,1900-1945,0,Africa
24.215527,-12.885834,Western Sahara,1946-1955,0,Africa
24.215527,-12.885834,Western Sahara,1956-1965,0,Africa
24.215527,-12.885834,Western Sahara,1966-1975,0,Africa
24.215527,-12.885834,Western Sahara,1976-1985,0,Africa
24.215527,-12.885834,Western Sahara,1986-1995,0,Africa
24.215527,-12.885834,Western Sahara,1996-2005,3,Africa
24.215527,-12.885834,Western Sahara,2006-2015,0,Africa
6.877,31.307,South Sudan,1900-1945,0,Africa
6.877,31.307,South Sudan,1946-1955,0,Africa
6.877,31.307,South Sudan,1956-1965,0,Africa
6.877,31.307,South Sudan,1966-1975,3,Africa
6.877,31.307,South Sudan,1976-1985,4,Africa
6.877,31.307,South Sudan,1986-1995,29,Africa
6.877,31.307,South Sudan,1996-2005,4447,Africa
6.877,31.307,South Sudan,2006-2015,2945,Africa
25.930414,50.637772,Bahrain,1900-1945,0,Asia
25.930414,50.637772,Bahrain,1946-1955,7,Asia
25.930414,50.637772,Bahrain,1956-1965,39,Asia
25.930414,50.637772,Bahrain,1966-1975,115,Asia
25.930414,50.637772,Bahrain,1976-1985,87,Asia
25.930414,50.637772,Bahrain,1986-1995,255,Asia
25.930414,50.637772,Bahrain,1996-2005,248,Asia
25.930414,50.637772,Bahrain,2006-2015,786,Asia
32.427908,53.688046,Iran,1900-1945,12,Asia
32.427908,53.688046,Iran,1946-1955,95,Asia
32.427908,53.688046,Iran,1956-1965,121,Asia
32.427908,53.688046,Iran,1966-1975,1136,Asia
32.427908,53.688046,Iran,1976-1985,3400,Asia
32.427908,53.688046,Iran,1986-1995,6906,Asia
32.427908,53.688046,Iran,1996-2005,8224,Asia
32.427908,53.688046,Iran,2006-2015,35310,Asia
33.223191,43.679291,Iraq,1900-1945,6,Asia
33.223191,43.679291,Iraq,1946-1955,37,Asia
33.223191,43.679291,Iraq,1956-1965,153,Asia
33.223191,43.679291,Iraq,1966-1975,1349,Asia
33.223191,43.679291,Iraq,1976-1985,1703,Asia
33.223191,43.679291,Iraq,1986-1995,7431,Asia
33.223191,43.679291,Iraq,1996-2005,20010,Asia
33.223191,43.679291,Iraq,2006-2015,32336,Asia
31.046051,34.851612,Israel,1900-1945,77,Asia
31.046051,34.851612,Israel,1946-1955,350,Asia
31.046051,34.851612,Israel,1956-1965,670,Asia
31.046051,34.851612,Israel,1966-1975,837,Asia
31.046051,34.851612,Israel,1976-1985,996,Asia
31.046051,34.851612,Israel,1986-1995,1441,Asia
31.046051,34.851612,Israel,1996-2005,1988,Asia
31.046051,34.851612,Israel,2006-2015,2973,Asia
30.585164,36.238414,Jordan,1900-1945,0,Asia
30.585164,36.238414,Jordan,1946-1955,0,Asia
30.585164,36.238414,Jordan,1956-1965,122,Asia
30.585164,36.238414,Jordan,1966-1975,557,Asia
30.585164,36.238414,Jordan,1976-1985,281,Asia
30.585164,36.238414,Jordan,1986-1995,1093,Asia
30.585164,36.238414,Jordan,1996-2005,1241,Asia
30.585164,36.238414,Jordan,2006-2015,2086,Asia
29.31166,47.481766,Kuwait,1900-1945,0,Asia
29.31166,47.481766,Kuwait,1946-1955,0,Asia
29.31166,47.481766,Kuwait,1956-1965,27,Asia
29.31166,47.481766,Kuwait,1966-1975,155,Asia
29.31166,47.481766,Kuwait,1976-1985,162,Asia
29.31166,47.481766,Kuwait,1986-1995,919,Asia
29.31166,47.481766,Kuwait,1996-2005,1340,Asia
29.31166,47.481766,Kuwait,2006-2015,3058,Asia
33.854721,35.862285,Lebanon,1900-1945,92,Asia
33.854721,35.862285,Lebanon,1946-1955,1060,Asia
33.854721,35.862285,Lebanon,1956-1965,3311,Asia
33.854721,35.862285,Lebanon,1966-1975,17637,Asia
33.854721,35.862285,Lebanon,1976-1985,15536,Asia
33.854721,35.862285,Lebanon,1986-1995,15867,Asia
33.854721,35.862285,Lebanon,1996-2005,10830,Asia
33.854721,35.862285,Lebanon,2006-2015,10496,Asia
21.512583,55.923255,Oman,1900-1945,0,Asia
21.512583,55.923255,Oman,1946-1955,0,Asia
21.512583,55.923255,Oman,1956-1965,0,Asia
21.512583,55.923255,Oman,1966-1975,0,Asia
21.512583,55.923255,Oman,1976-1985,5,Asia
21.512583,55.923255,Oman,1986-1995,74,Asia
21.512583,55.923255,Oman,1996-2005,272,Asia
21.512583,55.923255,Oman,2006-2015,1072,Asia
25.354826,51.183884,Qatar,1900-1945,0,Asia
25.354826,51.183884,Qatar,1946-1955,0,Asia
25.354826,51.183884,Qatar,1956-1965,3,Asia
25.354826,51.183884,Qatar,1966-1975,19,Asia
25.354826,51.183884,Qatar,1976-1985,26,Asia
25.354826,51.183884,Qatar,1986-1995,96,Asia
25.354826,51.183884,Qatar,1996-2005,171,Asia
25.354826,51.183884,Qatar,2006-2015,679,Asia
23.885942,45.079162,Saudi Arabia,1900-1945,0,Asia
23.885942,45.079162,Saudi Arabia,1946-1955,0,Asia
23.885942,45.079162,Saudi Arabia,1956-1965,14,Asia
23.885942,45.079162,Saudi Arabia,1966-1975,51,Asia
23.885942,45.079162,Saudi Arabia,1976-1985,80,Asia
23.885942,45.079162,Saudi Arabia,1986-1995,604,Asia
23.885942,45.079162,Saudi Arabia,1996-2005,1158,Asia
23.885942,45.079162,Saudi Arabia,2006-2015,8823,Asia
34.802075,38.996815,Syria,1900-1945,0,Asia
34.802075,38.996815,Syria,1946-1955,22,Asia
34.802075,38.996815,Syria,1956-1965,133,Asia
34.802075,38.996815,Syria,1966-1975,1413,Asia
34.802075,38.996815,Syria,1976-1985,1038,Asia
34.802075,38.996815,Syria,1986-1995,2241,Asia
34.802075,38.996815,Syria,1996-2005,1870,Asia
34.802075,38.996815,Syria,2006-2015,5871,Asia
38.963745,35.243322,Turkey,1900-1945,14,Asia
38.963745,35.243322,Turkey,1946-1955,107,Asia
38.963745,35.243322,Turkey,1956-1965,270,Asia
38.963745,35.243322,Turkey,1966-1975,9210,Asia
38.963745,35.243322,Turkey,1976-1985,4815,Asia
38.963745,35.243322,Turkey,1986-1995,6205,Asia
38.963745,35.243322,Turkey,1996-2005,5129,Asia
38.963745,35.243322,Turkey,2006-2015,4949,Asia
23.424076,53.847818,United Arab Emirates,1900-1945,0,Asia
23.424076,53.847818,United Arab Emirates,1946-1955,0,Asia
23.424076,53.847818,United Arab Emirates,1956-1965,0,Asia
23.424076,53.847818,United Arab Emirates,1966-1975,18,Asia
23.424076,53.847818,United Arab Emirates,1976-1985,101,Asia
23.424076,53.847818,United Arab Emirates,1986-1995,512,Asia
23.424076,53.847818,United Arab Emirates,1996-2005,1466,Asia
23.424076,53.847818,United Arab Emirates,2006-2015,5265,Asia
15.552727,48.516388,Yemen,1900-1945,0,Asia
15.552727,48.516388,Yemen,1946-1955,0,Asia
15.552727,48.516388,Yemen,1956-1965,33,Asia
15.552727,48.516388,Yemen,1966-1975,110,Asia
15.552727,48.516388,Yemen,1976-1985,38,Asia
15.552727,48.516388,Yemen,1986-1995,62,Asia
15.552727,48.516388,Yemen,1996-2005,166,Asia
15.552727,48.516388,Yemen,2006-2015,230,Asia
21.913965,95.956223,Myanmar,1900-1945,28,Asia
21.913965,95.956223,Myanmar,1946-1955,265,Asia
21.913965,95.956223,Myanmar,1956-1965,445,Asia
21.913965,95.956223,Myanmar,1966-1975,2766,Asia
21.913965,95.956223,Myanmar,1976-1985,1066,Asia
21.913965,95.956223,Myanmar,1986-1995,2698,Asia
21.913965,95.956223,Myanmar,1996-2005,3498,Asia
21.913965,95.956223,Myanmar,2006-2015,19843,Asia
12.565679,104.990963,Cambodia,1900-1945,0,Asia
12.565679,104.990963,Cambodia,1946-1955,0,Asia
12.565679,104.990963,Cambodia,1956-1965,14,Asia
12.565679,104.990963,Cambodia,1966-1975,227,Asia
12.565679,104.990963,Cambodia,1976-1985,9357,Asia
12.565679,104.990963,Cambodia,1986-1995,8172,Asia
12.565679,104.990963,Cambodia,1996-2005,5673,Asia
12.565679,104.990963,Cambodia,2006-2015,7939,Asia
19.85627,102.495496,Laos,1900-1945,0,Asia
19.85627,102.495496,Laos,1946-1955,0,Asia
19.85627,102.495496,Laos,1956-1965,14,Asia
19.85627,102.495496,Laos,1966-1975,215,Asia
19.85627,102.495496,Laos,1976-1985,5164,Asia
19.85627,102.495496,Laos,1986-1995,2587,Asia
19.85627,102.495496,Laos,1996-2005,739,Asia
19.85627,102.495496,Laos,2006-2015,1216,Asia
15.870032,100.992541,Thailand,1900-1945,3,Asia
15.870032,100.992541,Thailand,1946-1955,22,Asia
15.870032,100.992541,Thailand,1956-1965,112,Asia
15.870032,100.992541,Thailand,1966-1975,716,Asia
15.870032,100.992541,Thailand,1976-1985,3774,Asia
15.870032,100.992541,Thailand,1986-1995,8030,Asia
15.870032,100.992541,Thailand,1996-2005,12960,Asia
15.870032,100.992541,Thailand,2006-2015,34408,Asia
14.058324,108.277199,Vietnam,1900-1945,16,Asia
14.058324,108.277199,Vietnam,1946-1955,62,Asia
14.058324,108.277199,Vietnam,1956-1965,150,Asia
14.058324,108.277199,Vietnam,1966-1975,1931,Asia
14.058324,108.277199,Vietnam,1976-1985,62923,Asia
14.058324,108.277199,Vietnam,1986-1995,60846,Asia
14.058324,108.277199,Vietnam,1996-2005,25831,Asia
14.058324,108.277199,Vietnam,2006-2015,54904,Asia
4.535277,114.727669,Brunei,1900-1945,0,Asia
4.535277,114.727669,Brunei,1946-1955,11,Asia
4.535277,114.727669,Brunei,1956-1965,55,Asia
4.535277,114.727669,Brunei,1966-1975,117,Asia
4.535277,114.727669,Brunei,1976-1985,236,Asia
4.535277,114.727669,Brunei,1986-1995,841,Asia
4.535277,114.727669,Brunei,1996-2005,581,Asia
4.535277,114.727669,Brunei,2006-2015,738,Asia
-0.789275,113.921327,Indonesia,1900-1945,112,Asia
-0.789275,113.921327,Indonesia,1946-1955,1156,Asia
-0.789275,113.921327,Indonesia,1956-1965,1314,Asia
-0.789275,113.921327,Indonesia,1966-1975,2083,Asia
-0.789275,113.921327,Indonesia,1976-1985,4869,Asia
-0.789275,113.921327,Indonesia,1986-1995,9185,Asia
-0.789275,113.921327,Indonesia,1996-2005,20604,Asia
-0.789275,113.921327,Indonesia,2006-2015,28894,Asia
4.210484,101.975766,Malaysia,1900-1945,250,Asia
4.210484,101.975766,Malaysia,1946-1955,321,Asia
4.210484,101.975766,Malaysia,1956-1965,3004,Asia
4.210484,101.975766,Malaysia,1966-1975,9442,Asia
4.210484,101.975766,Malaysia,1976-1985,17713,Asia
4.210484,101.975766,Malaysia,1986-1995,25846,Asia
4.210484,101.975766,Malaysia,1996-2005,21852,Asia
4.210484,101.975766,Malaysia,2006-2015,49886,Asia
12.879721,121.774017,Philippines,1900-1945,35,Asia
12.879721,121.774017,Philippines,1946-1955,75,Asia
12.879721,121.774017,Philippines,1956-1965,434,Asia
12.879721,121.774017,Philippines,1966-1975,3420,Asia
12.879721,121.774017,Philippines,1976-1985,20339,Asia
12.879721,121.774017,Philippines,1986-1995,50774,Asia
12.879721,121.774017,Philippines,1996-2005,35847,Asia
12.879721,121.774017,Philippines,2006-2015,108153,Asia
1.352083,103.819836,Singapore,1900-1945,186,Asia
1.352083,103.819836,Singapore,1946-1955,250,Asia
1.352083,103.819836,Singapore,1956-1965,1206,Asia
1.352083,103.819836,Singapore,1966-1975,4099,Asia
1.352083,103.819836,Singapore,1976-1985,5293,Asia
1.352083,103.819836,Singapore,1986-1995,7538,Asia
1.352083,103.819836,Singapore,1996-2005,12563,Asia
1.352083,103.819836,Singapore,2006-2015,20076,Asia
-8.874217,125.727539,Timor-Leste,1900-1945,3,Oceania
-8.874217,125.727539,Timor-Leste,1946-1955,7,Oceania
-8.874217,125.727539,Timor-Leste,1956-1965,12,Oceania
-8.874217,125.727539,Timor-Leste,1966-1975,1270,Oceania
-8.874217,125.727539,Timor-Leste,1976-1985,3499,Oceania
-8.874217,125.727539,Timor-Leste,1986-1995,3096,Oceania
-8.874217,125.727539,Timor-Leste,1996-2005,562,Oceania
-8.874217,125.727539,Timor-Leste,2006-2015,444,Oceania
35.86166,104.195397,China,1900-1945,390,Asia
35.86166,104.195397,China,1946-1955,1686,Asia
35.86166,104.195397,China,1956-1965,4133,Asia
35.86166,104.195397,China,1966-1975,3042,Asia
35.86166,104.195397,China,1976-1985,10775,Asia
35.86166,104.195397,China,1986-1995,62443,Asia
35.86166,104.195397,China,1996-2005,101826,Asia
35.86166,104.195397,China,2006-2015,275899,Asia
22.396428,114.109497,Hong Kong,1900-1945,191,Asia
22.396428,114.109497,Hong Kong,1946-1955,337,Asia
22.396428,114.109497,Hong Kong,1956-1965,1257,Asia
22.396428,114.109497,Hong Kong,1966-1975,4107,Asia
22.396428,114.109497,Hong Kong,1976-1985,11953,Asia
22.396428,114.109497,Hong Kong,1986-1995,26463,Asia
22.396428,114.109497,Hong Kong,1996-2005,15996,Asia
22.396428,114.109497,Hong Kong,2006-2015,21851,Asia
46.862496,103.846656,Mongolia,1900-1945,0,Asia
46.862496,103.846656,Mongolia,1946-1955,0,Asia
46.862496,103.846656,Mongolia,1956-1965,3,Asia
46.862496,103.846656,Mongolia,1966-1975,0,Asia
46.862496,103.846656,Mongolia,1976-1985,10,Asia
46.862496,103.846656,Mongolia,1986-1995,14,Asia
46.862496,103.846656,Mongolia,1996-2005,172,Asia
46.862496,103.846656,Mongolia,2006-2015,1476,Asia
23.69781,120.960515,Taiwan,1900-1945,0,Asia
23.69781,120.960515,Taiwan,1946-1955,0,Asia
23.69781,120.960515,Taiwan,1956-1965,23,Asia
23.69781,120.960515,Taiwan,1966-1975,193,Asia
23.69781,120.960515,Taiwan,1976-1985,1096,Asia
23.69781,120.960515,Taiwan,1986-1995,8910,Asia
23.69781,120.960515,Taiwan,1996-2005,9385,Asia
23.69781,120.960515,Taiwan,2006-2015,20948,Asia
36.204824,138.252924,Japan,1900-1945,33,Asia
36.204824,138.252924,Japan,1946-1955,388,Asia
36.204824,138.252924,Japan,1956-1965,363,Asia
36.204824,138.252924,Japan,1966-1975,829,Asia
36.204824,138.252924,Japan,1976-1985,1717,Asia
36.204824,138.252924,Japan,1986-1995,5910,Asia
36.204824,138.252924,Japan,1996-2005,11630,Asia
36.204824,138.252924,Japan,2006-2015,16697,Asia
40.339852,127.510093,"Korea, Democratic People's Republic of (North)",1900-1945,0,Asia
40.339852,127.510093,"Korea, Democratic People's Republic of (North)",1946-1955,0,Asia
40.339852,127.510093,"Korea, Democratic People's Republic of (North)",1956-1965,0,Asia
40.339852,127.510093,"Korea, Democratic People's Republic of (North)",1966-1975,7,Asia
40.339852,127.510093,"Korea, Democratic People's Republic of (North)",1976-1985,10,Asia
40.339852,127.510093,"Korea, Democratic People's Republic of (North)",1986-1995,14,Asia
40.339852,127.510093,"Korea, Democratic People's Republic of (North)",1996-2005,11,Asia
40.339852,127.510093,"Korea, Democratic People's Republic of (North)",2006-2015,14,Asia
35.907757,127.766922,"Korea, Republic of (South)",1900-1945,7,Asia
35.907757,127.766922,"Korea, Republic of (South)",1946-1955,8,Asia
35.907757,127.766922,"Korea, Republic of (South)",1956-1965,41,Asia
35.907757,127.766922,"Korea, Republic of (South)",1966-1975,595,Asia
35.907757,127.766922,"Korea, Republic of (South)",1976-1985,4871,Asia
35.907757,127.766922,"Korea, Republic of (South)",1986-1995,11927,Asia
35.907757,127.766922,"Korea, Republic of (South)",1996-2005,23672,Asia
35.907757,127.766922,"Korea, Republic of (South)",2006-2015,48362,Asia
23.684994,90.356331,Bangladesh,1900-1945,0,Asia
23.684994,90.356331,Bangladesh,1946-1955,0,Asia
23.684994,90.356331,Bangladesh,1956-1965,31,Asia
23.684994,90.356331,Bangladesh,1966-1975,256,Asia
23.684994,90.356331,Bangladesh,1976-1985,532,Asia
23.684994,90.356331,Bangladesh,1986-1995,3056,Asia
23.684994,90.356331,Bangladesh,1996-2005,11407,Asia
23.684994,90.356331,Bangladesh,2006-2015,23532,Asia
27.514162,90.433601,Bhutan,1900-1945,0,Asia
27.514162,90.433601,Bhutan,1946-1955,0,Asia
27.514162,90.433601,Bhutan,1956-1965,0,Asia
27.514162,90.433601,Bhutan,1966-1975,0,Asia
27.514162,90.433601,Bhutan,1976-1985,0,Asia
27.514162,90.433601,Bhutan,1986-1995,8,Asia
27.514162,90.433601,Bhutan,1996-2005,55,Asia
27.514162,90.433601,Bhutan,2006-2015,5151,Asia
20.593684,78.96288,India,1900-1945,218,Asia
20.593684,78.96288,India,1946-1955,2307,Asia
20.593684,78.96288,India,1956-1965,2300,Asia
20.593684,78.96288,India,1966-1975,15789,Asia
20.593684,78.96288,India,1976-1985,9188,Asia
20.593684,78.96288,India,1986-1995,26578,Asia
20.593684,78.96288,India,1996-2005,69459,Asia
20.593684,78.96288,India,2006-2015,291421,Asia
3.202778,73.22068,Maldives,1900-1945,0,Asia
3.202778,73.22068,Maldives,1946-1955,0,Asia
3.202778,73.22068,Maldives,1956-1965,0,Asia
3.202778,73.22068,Maldives,1966-1975,7,Asia
3.202778,73.22068,Maldives,1976-1985,10,Asia
3.202778,73.22068,Maldives,1986-1995,20,Asia
3.202778,73.22068,Maldives,1996-2005,111,Asia
3.202778,73.22068,Maldives,2006-2015,341,Asia
28.394857,84.124008,Nepal,1900-1945,0,Asia
28.394857,84.124008,Nepal,1946-1955,0,Asia
28.394857,84.124008,Nepal,1956-1965,4,Asia
28.394857,84.124008,Nepal,1966-1975,19,Asia
28.394857,84.124008,Nepal,1976-1985,60,Asia
28.394857,84.124008,Nepal,1986-1995,755,Asia
28.394857,84.124008,Nepal,1996-2005,3425,Asia
28.394857,84.124008,Nepal,2006-2015,43642,Asia
30.375321,69.345116,Pakistan,1900-1945,3,Asia
30.375321,69.345116,Pakistan,1946-1955,92,Asia
30.375321,69.345116,Pakistan,1956-1965,147,Asia
30.375321,69.345116,Pakistan,1966-1975,631,Asia
